city,pollutant_id,pollutant_avg
Latur,PM2.5,11.0
Latur,SO2,4.0
Lucknow,CO,34.166666666666664
Lucknow,NH3,10.2
Lucknow,NO2,25.333333333333332
Lucknow,OZONE,33.0
Lucknow,PM10,46.333333333333336
Lucknow,PM2.5,41.666666666666664
Lucknow,SO2,17.49009163802978
Ludhiana,CO,28.0
Ludhiana,OZONE,29.0
Ludhiana,PM10,56.0
Ludhiana,PM2.5,46.0
Ludhiana,SO2,6.0
Madikeri,CO,25.940549828178693
Madikeri,NH3,25.940549828178693
Madikeri,NO2,25.940549828178693
Madikeri,OZONE,5.0
Madikeri,PM10,15.0
Madikeri,PM2.5,15.0
Madikeri,SO2,7.0
Madurai,CO,21.0
Madurai,NH3,4.0
Madurai,NO2,16.0
Madurai,OZONE,6.0
Madurai,PM10,23.0
Madurai,PM2.5,16.0
Madurai,SO2,15.0
Mahad,CO,27.0
Mahad,NH3,6.0
Mahad,NO2,11.0
Mahad,OZONE,22.0
Mahad,PM10,26.0
Mahad,PM2.5,19.0
Mahad,SO2,27.0
Malegaon,CO,28.0
Malegaon,NH3,4.0
Malegaon,NO2,9.0
Malegaon,OZONE,36.0
Malegaon,PM10,60.0
Malegaon,PM2.5,45.0
Malegaon,SO2,16.0
Mandi Gobindgarh,CO,72.0
Mandi Gobindgarh,NH3,6.0
Mandi Gobindgarh,NO2,24.0
Mandi Gobindgarh,OZONE,51.0
Mandi Gobindgarh,PM10,75.0
Mandi Gobindgarh,PM2.5,48.0
Mandi Gobindgarh,SO2,16.0
Mandideep,CO,19.0
Mandideep,NH3,3.0
Mandideep,NO2,33.0
Mandideep,OZONE,19.0
Mandideep,PM10,98.0
Mandideep,PM2.5,61.0
Mandideep,SO2,32.0
Mangalore,NH3,2.0
Mangalore,NO2,17.0
Mangalore,OZONE,23.0
Mangalore,PM10,42.0
Mangalore,PM2.5,40.0
Mangalore,SO2,7.0
Manguraha,CO,16.0
Manguraha,NH3,1.0
Manguraha,NO2,4.0
Manguraha,OZONE,16.0
Manguraha,PM10,29.0
Manguraha,PM2.5,11.0
Manguraha,SO2,6.0
Meerut,CO,33.0
Meerut,NH3,2.6666666666666665
Meerut,NO2,19.333333333333332
Meerut,OZONE,26.0
Meerut,PM10,62.0
Meerut,PM2.5,40.666666666666664
Meerut,SO2,11.0
Milupara,CO,26.0
Milupara,NO2,14.0
Milupara,OZONE,17.0
Milupara,PM10,37.0
Milupara,PM2.5,21.0
Milupara,SO2,3.0
Mira-Bhayandar,CO,47.0
Mira-Bhayandar,NH3,2.0
Mira-Bhayandar,NO2,47.0
Mira-Bhayandar,OZONE,3.0
Mira-Bhayandar,PM10,41.0
Mira-Bhayandar,PM2.5,27.0
Mira-Bhayandar,SO2,3.0
Moradabad,CO,32.666666666666664
Moradabad,NH3,5.0
Moradabad,NO2,22.0
Moradabad,OZONE,27.333333333333332
Moradabad,PM10,57.833333333333336
Moradabad,PM2.5,50.99009163802978
Moradabad,SO2,37.333333333333336
Motihari,CO,1.0
Motihari,NH3,3.0
Motihari,NO2,25.940549828178693
Motihari,OZONE,2.0
Motihari,PM10,43.0
Motihari,PM2.5,43.0
Motihari,SO2,3.0
Mumbai,CO,31.08
Mumbai,NH3,7.07187221585847
Mumbai,NO2,18.47707776505027
Mumbai,OZONE,11.475243986254295
Mumbai,PM10,47.77557591956218
Mumbai,PM2.5,34.03617499339149
Mumbai,SO2,12.31048797250859
Muzaffarnagar,CO,47.0
Muzaffarnagar,NH3,6.0
Muzaffarnagar,NO2,20.0
Muzaffarnagar,OZONE,25.0
Muzaffarnagar,PM10,56.0
Muzaffarnagar,PM2.5,66.0
Muzaffarnagar,SO2,16.0
Muzaffarpur,CO,34.333333333333336
Muzaffarpur,NH3,2.5
Muzaffarpur,NO2,10.333333333333334
Muzaffarpur,OZONE,31.0
Muzaffarpur,PM10,43.0
Muzaffarpur,PM2.5,34.64684994272623
Muzaffarpur,SO2,8.0
Mysuru,CO,8.0
Mysuru,NH3,5.0
Mysuru,NO2,20.0
Mysuru,OZONE,9.0
Mysuru,PM10,22.0
Mysuru,PM2.5,12.0
Mysuru,SO2,8.0
Nagaon,CO,45.0
Nagaon,NH3,4.0
Nagaon,NO2,1.0
Nagaon,OZONE,9.0
Nagaon,PM10,58.0
Nagaon,PM2.5,72.0
Nagaon,SO2,12.0
Nagapattinam,CO,13.0
Nagapattinam,NH3,25.940549828178693
Nagapattinam,NO2,25.940549828178693
Nagapattinam,OZONE,23.0
Nagapattinam,PM10,25.940549828178693
Nagapattinam,PM2.5,25.940549828178693
Nagapattinam,SO2,25.940549828178693
Nagaur,CO,19.0
Nagaur,NH3,5.0
Nagaur,NO2,5.0
Nagaur,OZONE,28.0
Nagaur,PM10,71.0
Nagaur,PM2.5,36.0
Nagaur,SO2,4.0
Nagpur,CO,23.75
Nagpur,NH3,2.5
Nagpur,NO2,13.25
Nagpur,OZONE,6.0
Nagpur,PM10,39.5
Nagpur,PM2.5,34.25
Nagpur,SO2,10.0
Naharlagun,CO,7.0
Naharlagun,NO2,6.0
Naharlagun,OZONE,5.0
Naharlagun,PM10,16.0
Naharlagun,PM2.5,14.0
Naharlagun,SO2,8.0
Nalbari,CO,40.0
Nalbari,NH3,2.0
Nalbari,NO2,5.0
Nalbari,OZONE,11.0
Nalbari,PM10,45.0
Nalbari,PM2.5,51.0
Nalbari,SO2,6.0
Namakkal,CO,8.0
Namakkal,NH3,25.940549828178693
Namakkal,NO2,25.940549828178693
Namakkal,OZONE,11.0
Namakkal,PM10,25.940549828178693
Namakkal,PM2.5,25.940549828178693
Namakkal,SO2,25.940549828178693
Nanded,CO,25.940549828178693
Nanded,NH3,25.940549828178693
Nanded,NO2,25.940549828178693
Nanded,OZONE,25.940549828178693
Nanded,PM10,25.940549828178693
Nanded,PM2.5,25.940549828178693
Nanded,SO2,25.940549828178693
Nashik,CO,13.25
Nashik,NH3,2.5
Nashik,NO2,6.25
Nashik,OZONE,14.25
Nashik,PM10,40.5
Nashik,PM2.5,33.75
Nashik,SO2,5.0
Navi Mumbai,CO,31.788109965635737
Navi Mumbai,NH3,8.656758304696448
Navi Mumbai,NO2,32.156758304696446
Navi Mumbai,OZONE,8.588109965635738
Navi Mumbai,PM10,31.470274914089345
Navi Mumbai,PM2.5,38.32342497136312
Navi Mumbai,SO2,16.480183276059563
Nayagarh,CO,16.0
Nayagarh,NH3,8.0
Nayagarh,NO2,12.0
Nayagarh,OZONE,17.0
Nayagarh,PM10,23.0
Nayagarh,PM2.5,15.0
Nayagarh,SO2,4.0
Noida,CO,29.0
Noida,NH3,13.980183276059563
Noida,NO2,23.720274914089345
Noida,OZONE,23.5
Noida,PM10,113.0
Noida,PM2.5,83.75
Noida,SO2,10.666666666666666
Ooty,CO,26.0
Ooty,NO2,3.0
Ooty,OZONE,5.0
Ooty,PM10,25.940549828178693
Ooty,PM2.5,25.940549828178693
Ooty,SO2,23.0
Pali,CO,36.0
Pali,NH3,9.0
Pali,NO2,19.0
Pali,OZONE,4.0
Pali,PM10,90.0
Pali,PM2.5,85.0
Pali,SO2,10.0
Palkalaiperur,NH3,2.0
Palkalaiperur,NO2,7.0
Palkalaiperur,OZONE,12.0
Palkalaiperur,PM10,44.0
Palkalaiperur,PM2.5,36.0
Palkalaiperur,SO2,6.0
Panchgaon,NH3,5.0
Panchgaon,NO2,14.0
Panchgaon,OZONE,14.0
Panchgaon,PM10,72.0
Panchgaon,PM2.5,89.0
Panchgaon,SO2,6.0
Parbhani,CO,11.0
Parbhani,NO2,3.0
Parbhani,OZONE,10.0
Parbhani,PM10,35.0
Parbhani,PM2.5,29.0
Parbhani,SO2,10.0
Patiala,CO,20.0
Patiala,NH3,5.0
Patiala,NO2,20.0
Patiala,OZONE,17.0
Patiala,PM10,43.0
Patiala,PM2.5,22.0
Patiala,SO2,8.0
Patna,CO,42.656758304696446
Patna,NH3,9.235137457044672
Patna,NO2,30.176219931271476
Patna,OZONE,22.323424971363114
Patna,PM10,52.988109965635736
Patna,PM2.5,33.98018327605956
Patna,SO2,12.146849942726229
Perundurai,CO,25.0
Perundurai,NH3,2.0
Perundurai,NO2,7.0
Perundurai,OZONE,29.0
Perundurai,PM2.5,14.0
Perundurai,SO2,23.0
Pimpri-Chinchwad,CO,35.25
Pimpri-Chinchwad,NH3,10.64684994272623
Pimpri-Chinchwad,NO2,21.735137457044672
Pimpri-Chinchwad,OZONE,8.75
Pimpri-Chinchwad,PM10,39.98513745704467
Pimpri-Chinchwad,PM2.5,27.985137457044672
Pimpri-Chinchwad,SO2,13.970274914089346
Pithampur,CO,17.0
Pithampur,NH3,3.0
Pithampur,NO2,15.0
Pithampur,OZONE,24.0
Pithampur,PM10,60.0
Pithampur,PM2.5,67.0
Pithampur,SO2,12.0
Pratapgarh,CO,11.0
Pratapgarh,NH3,4.0
Pratapgarh,NO2,8.0
Pratapgarh,OZONE,25.0
Pratapgarh,PM10,43.0
Pratapgarh,PM2.5,31.0
Pratapgarh,SO2,2.0
Prayagraj,CO,14.333333333333334
Prayagraj,NH3,5.333333333333333
Prayagraj,NO2,7.666666666666667
Prayagraj,OZONE,15.666666666666666
Prayagraj,PM10,54.333333333333336
Prayagraj,PM2.5,30.333333333333332
Prayagraj,SO2,33.333333333333336
Puducherry,CO,15.0
Puducherry,NH3,4.0
Puducherry,NO2,18.0
Puducherry,OZONE,3.0
Puducherry,PM10,33.0
Puducherry,PM2.5,21.0
Puducherry,SO2,8.0
Pudukottai,NH3,2.0
Pudukottai,NO2,12.0
Pudukottai,PM10,38.0
Pudukottai,PM2.5,32.0
Pudukottai,SO2,12.0
Pune,CO,44.57142857142857
Pune,NH3,1.5
Pune,NO2,18.714285714285715
Pune,OZONE,11.705792832596956
Pune,PM10,42.714285714285715
Pune,PM2.5,28.0
Pune,SO2,3.0
Purnia,CO,39.0
Purnia,NH3,3.0
Purnia,NO2,6.0
Purnia,OZONE,23.0
Purnia,PM10,25.940549828178693
Purnia,PM2.5,25.940549828178693
Purnia,SO2,25.940549828178693
Raipur,CO,14.75
Raipur,NH3,3.0
Raipur,NO2,10.75
Raipur,OZONE,6.0
Raipur,PM10,22.5
Raipur,PM2.5,13.0
Raipur,SO2,7.5
Rajamahendravaram,CO,33.0
Rajamahendravaram,NH3,2.0
Rajamahendravaram,NO2,14.0
Rajamahendravaram,OZONE,10.0
Rajamahendravaram,PM10,19.0
Rajamahendravaram,PM2.5,13.0
Rajamahendravaram,SO2,25.940549828178693
Rajgir,CO,88.0
Rajgir,NH3,6.0
Rajgir,NO2,9.0
Rajgir,OZONE,32.0
Rajgir,PM10,46.0
Rajgir,PM2.5,32.0
Rajgir,SO2,21.0
Rajsamand,CO,21.0
Rajsamand,NH3,12.0
Rajsamand,NO2,4.0
Rajsamand,OZONE,50.0
Rajsamand,PM10,62.0
Rajsamand,PM2.5,47.0
Rajsamand,SO2,7.0
Ramanagara,CO,23.0
Ramanagara,NH3,2.0
Ramanagara,NO2,15.0
Ramanagara,PM10,14.0
Ramanagara,PM2.5,15.0
Ramanagara,SO2,25.0
Ramanathapuram,CO,29.0
Ramanathapuram,NH3,2.0
Ramanathapuram,NO2,12.0
Ramanathapuram,OZONE,4.0
Ramanathapuram,PM10,19.0
Ramanathapuram,PM2.5,20.0
Ramanathapuram,SO2,14.0
Ranipet,CO,20.0
Ranipet,NH3,8.0
Ranipet,NO2,1.0
Ranipet,OZONE,1.0
Ranipet,PM2.5,48.0
Ranipet,SO2,17.0
Ratlam,NO2,35.0
Ratlam,PM10,30.0
Ratlam,PM2.5,26.0
Ratlam,SO2,29.0
Rishikesh,CO,30.0
Rishikesh,NH3,11.0
Rishikesh,NO2,14.0
Rishikesh,OZONE,7.0
Rishikesh,PM10,35.0
Rishikesh,PM2.5,13.0
Rishikesh,SO2,4.0
Rourkela,CO,36.970274914089345
Rourkela,NH3,2.0
Rourkela,NO2,14.470274914089346
Rourkela,OZONE,11.0
Rourkela,PM10,49.0
Rourkela,PM2.5,45.0
Rourkela,SO2,6.0
Rupnagar,CO,98.0
Rupnagar,NO2,5.0
Rupnagar,PM10,43.0
Rupnagar,PM2.5,39.0
Rupnagar,SO2,8.0
Sagar,CO,16.0
Sagar,NH3,1.0
Sagar,NO2,11.0
Sagar,OZONE,35.0
Sagar,PM10,88.5
Sagar,PM2.5,70.0
Sagar,SO2,8.0
Saharsa,CO,38.0
Saharsa,NH3,4.0
Saharsa,NO2,7.0
Saharsa,OZONE,12.0
Saharsa,PM10,65.0
Saharsa,PM2.5,22.0
Saharsa,SO2,16.0
Salem,CO,25.940549828178693
Salem,NH3,25.940549828178693
Salem,NO2,25.940549828178693
Salem,OZONE,25.940549828178693
Salem,PM2.5,25.940549828178693
Salem,SO2,25.940549828178693
Samastipur,NH3,2.0
Samastipur,NO2,1.0
Samastipur,OZONE,7.0
Samastipur,PM10,25.940549828178693
Samastipur,PM2.5,25.940549828178693
Samastipur,SO2,23.0
Sangli,CO,15.0
Sangli,NH3,2.0
Sangli,NO2,6.0
Sangli,OZONE,7.0
Sangli,PM10,54.0
Sangli,PM2.5,30.0
Sangli,SO2,10.0
Sasaram,CO,51.0
Sasaram,NH3,3.0
Sasaram,NO2,2.0
Sasaram,PM10,42.0
Sasaram,PM2.5,14.0
Sasaram,SO2,3.0
Sawai Madhopur,CO,13.0
Sawai Madhopur,NH3,8.0
Sawai Madhopur,NO2,5.0
Sawai Madhopur,OZONE,17.0
Sawai Madhopur,PM10,53.0
Sawai Madhopur,PM2.5,25.940549828178693
Sawai Madhopur,SO2,3.0
Shillong,CO,2.0
Shillong,NO2,25.940549828178693
Shillong,OZONE,13.0
Shillong,PM10,7.0
Shillong,PM2.5,5.0
Shillong,SO2,5.0
Shivamogga,CO,42.0
Shivamogga,NH3,3.0
Shivamogga,NO2,13.0
Shivamogga,OZONE,42.0
Shivamogga,PM10,48.0
Shivamogga,PM2.5,39.0
Shivamogga,SO2,6.0
Sikar,CO,17.0
Sikar,NH3,6.0
Sikar,NO2,15.0
Sikar,OZONE,32.0
Sikar,PM10,37.0
Sikar,PM2.5,31.0
Sikar,SO2,3.0
Silchar,CO,12.0
Silchar,NH3,1.0
Silchar,NO2,15.0
Silchar,OZONE,3.0
Silchar,PM10,45.0
Silchar,PM2.5,39.0
Silchar,SO2,25.940549828178693
Siliguri,CO,60.0
Siliguri,NH3,9.0
Siliguri,NO2,25.0
Siliguri,OZONE,41.0
Siliguri,PM10,37.0
Siliguri,PM2.5,27.0
Siliguri,SO2,11.0
Singrauli,CO,13.0
Singrauli,NH3,6.0
Singrauli,NO2,28.0
Singrauli,OZONE,17.0
Singrauli,PM10,61.0
Singrauli,PM2.5,77.0
Singrauli,SO2,22.0
Sirohi,CO,35.0
Sirohi,NH3,25.940549828178693
Sirohi,NO2,8.0
Sirohi,OZONE,9.0
Sirohi,PM10,86.0
Sirohi,PM2.5,43.0
Sirohi,SO2,7.0
Sivasagar,CO,10.0
Sivasagar,NH3,4.0
Sivasagar,NO2,13.0
Sivasagar,OZONE,2.0
Sivasagar,PM10,32.0
Sivasagar,PM2.5,25.0
Sivasagar,SO2,9.0
Siwan,CO,46.0
Siwan,NH3,1.0
Siwan,NO2,1.0
Siwan,OZONE,7.0
Siwan,PM10,25.0
Siwan,PM2.5,28.0
Siwan,SO2,5.0
Solapur,CO,14.0
Solapur,NH3,6.5
Solapur,NO2,9.5
Solapur,OZONE,8.0
Solapur,PM10,29.5
Solapur,PM2.5,21.5
Solapur,SO2,1.5
Sri Ganganagar,CO,82.0
Sri Ganganagar,NH3,4.0
Sri Ganganagar,NO2,49.0
Sri Ganganagar,OZONE,19.0
Sri Ganganagar,PM10,98.0
Sri Ganganagar,PM2.5,54.0
Sri Ganganagar,SO2,7.0
Suakati,CO,26.0
Suakati,OZONE,8.0
Suakati,PM10,25.940549828178693
Suakati,PM2.5,25.940549828178693
Suakati,SO2,25.940549828178693
Surat,CO,37.0
Surat,NO2,9.0
Surat,PM10,36.0
Surat,PM2.5,24.0
Surat,SO2,16.0
Talcher,CO,27.0
Talcher,NH3,6.0
Talcher,NO2,41.0
Talcher,OZONE,18.0
Talcher,PM10,24.0
Talcher,PM2.5,25.940549828178693
Talcher,SO2,8.0
Tensa,CO,27.0
Tensa,NH3,9.0
Tensa,NO2,10.0
Tensa,OZONE,13.0
Tensa,PM10,26.0
Tensa,PM2.5,30.0
Tensa,SO2,11.0
Thane,CO,44.0
Thane,NH3,3.5
Thane,NO2,12.0
Thane,OZONE,4.0
Thane,PM10,42.0
Thane,PM2.5,31.5
Thane,SO2,14.470274914089346
Thanjavur,CO,8.0
Thanjavur,NH3,1.0
Thanjavur,NO2,2.0
Thanjavur,OZONE,19.0
Thanjavur,PM10,23.0
Thanjavur,PM2.5,18.0
Thanjavur,SO2,16.0
Thiruvananthapuram,CO,22.5
Thiruvananthapuram,NH3,7.0
Thiruvananthapuram,NO2,40.0
Thiruvananthapuram,OZONE,25.0
Thiruvananthapuram,PM10,39.0
Thiruvananthapuram,PM2.5,28.5
Thiruvananthapuram,SO2,10.0
Thoothukudi,CO,15.0
Thoothukudi,NO2,20.0
Thoothukudi,OZONE,33.0
Thoothukudi,PM10,36.0
Thoothukudi,SO2,5.0
Thrissur,CO,34.0
Thrissur,NO2,8.0
Thrissur,OZONE,28.0
Thrissur,PM10,46.0
Thrissur,PM2.5,42.0
Thrissur,SO2,1.0
Tiruchirappalli,CO,6.0
Tiruchirappalli,NH3,1.0
Tiruchirappalli,NO2,4.0
Tiruchirappalli,OZONE,23.0
Tiruchirappalli,PM10,62.0
Tiruchirappalli,PM2.5,54.0
Tiruchirappalli,SO2,16.0
Tirumala,CO,18.0
Tirumala,NH3,1.0
Tirumala,NO2,19.0
Tirumala,OZONE,14.0
Tirumala,PM10,22.0
Tirumala,PM2.5,19.0
Tirumala,SO2,3.0
Tirunelveli,CO,41.0
Tirunelveli,NH3,6.0
Tirunelveli,NO2,22.0
Tirunelveli,OZONE,6.0
Tirunelveli,PM10,22.0
Tirunelveli,PM2.5,19.0
Tirunelveli,SO2,41.0
Tirupati,CO,11.0
Tirupati,NH3,7.0
Tirupati,NO2,8.0
Tirupati,OZONE,27.0
Tirupati,PM10,53.0
Tirupati,PM2.5,61.0
Tirupati,SO2,25.0
Tirupur,CO,13.0
Tirupur,NO2,4.0
Tirupur,OZONE,3.0
Tirupur,PM10,21.0
Tirupur,PM2.5,3.0
Tonk,CO,11.0
Tonk,NH3,25.940549828178693
Tonk,NO2,11.0
Tonk,OZONE,4.0
Tonk,PM10,129.0
Tonk,PM2.5,161.0
Tonk,SO2,2.0
Tumakuru,CO,27.0
Tumakuru,NH3,25.940549828178693
Tumakuru,NO2,25.940549828178693
Tumakuru,OZONE,15.0
Tumakuru,PM10,25.940549828178693
Tumakuru,PM2.5,25.940549828178693
Tumakuru,SO2,25.940549828178693
Tumidih,CO,37.0
Tumidih,NH3,2.0
Tumidih,NO2,27.0
Tumidih,OZONE,6.0
Tumidih,PM10,70.0
Tumidih,PM2.5,41.0
Tumidih,SO2,7.0
Udaipur,CO,28.0
Udaipur,NH3,8.0
Udaipur,NO2,26.0
Udaipur,OZONE,5.0
Udaipur,PM10,76.0
Udaipur,PM2.5,67.0
Udaipur,SO2,8.0
Ulhasnagar,CO,39.0
Ulhasnagar,NH3,5.0
Ulhasnagar,NO2,38.0
Ulhasnagar,OZONE,16.0
Ulhasnagar,PM10,71.0
Ulhasnagar,PM2.5,52.0
Ulhasnagar,SO2,12.0
Vapi,NH3,10.0
Vapi,NO2,14.0
Vapi,OZONE,2.0
Vapi,PM10,90.0
Vapi,PM2.5,48.0
Vapi,SO2,44.0
Varanasi,CO,12.735137457044672
Varanasi,NH3,13.470274914089346
Varanasi,NO2,16.735137457044672
Varanasi,OZONE,13.980183276059563
Varanasi,PM10,34.48513745704467
Varanasi,PM2.5,23.970274914089345
Varanasi,SO2,26.980183276059563
Vatva,CO,8.0
Vatva,NH3,4.0
Vatva,NO2,23.0
Vatva,OZONE,12.0
Vatva,PM10,85.0
Vatva,PM2.5,25.940549828178693
Vatva,SO2,14.0
Vellore,CO,7.0
Vellore,NH3,3.0
Vellore,NO2,1.0
Vellore,OZONE,6.0
Vellore,PM10,23.0
Vellore,PM2.5,17.0
Vellore,SO2,19.0
Vijayapura,CO,40.0
Vijayapura,NH3,1.0
Vijayapura,NO2,9.0
Vijayapura,OZONE,16.0
Vijayapura,PM10,44.0
Vijayapura,PM2.5,37.0
Vijayawada,CO,33.0
Vijayawada,NH3,3.0
Vijayawada,NO2,22.0
Vijayawada,OZONE,15.666666666666666
Vijayawada,PM10,65.33333333333333
Vijayawada,PM2.5,67.0
Vijayawada,SO2,17.0
Virar,CO,38.0
Virar,NH3,2.0
Virar,NO2,14.0
Virar,OZONE,7.0
Virar,PM10,26.0
Virar,PM2.5,25.0
Virar,SO2,3.0
Virudhunagar,CO,18.0
Virudhunagar,NH3,8.0
Virudhunagar,NO2,19.0
Virudhunagar,OZONE,4.0
Virudhunagar,PM10,38.0
Virudhunagar,PM2.5,34.0
Virudhunagar,SO2,19.0
Visakhapatnam,CO,20.0
Visakhapatnam,NH3,3.0
Visakhapatnam,NO2,48.0
Visakhapatnam,OZONE,11.0
Visakhapatnam,PM10,91.0
Visakhapatnam,PM2.5,56.0
Visakhapatnam,SO2,26.0
Vrindavan,CO,21.0
Vrindavan,NH3,2.0
Vrindavan,NO2,12.0
Vrindavan,OZONE,15.0
Vrindavan,PM10,60.0
Vrindavan,PM2.5,36.0
Vrindavan,SO2,11.0
Yadgir,CO,14.0
Yadgir,NH3,2.0
Yadgir,NO2,32.0
Yadgir,OZONE,25.940549828178693
Yadgir,PM10,20.0
Yadgir,PM2.5,10.0
Yadgir,SO2,20.0
